study_id,doi,target_pest,nontarget_species,nontarget_order,construct_len_nt,max_contiguous_match_nt,n_21mers_perfect,n_21mers_1mm,n_21mers_2mm,matched_gene,matched_gene_essential,dose_ng_per_uL,exposure_route,duration_days,endpoint,effect_size,control_effect_size,significant,match_source,normalization_rule,notes
bachman_2013,10.1007/s11248-013-9716-5,Diabrotica_virgifera,Spodoptera_frugiperda,Lepidoptera,240,12,0,,,Snf7,true,0.5,diet,8,mortality,0.0,0.0,false,inferred,NR1_mortality_or_dev;NR2_diet_ngml_to_ul;NR5_NOEC_as_nonsig,NOEC at 500 ng/mL
bachman_2013,10.1007/s11248-013-9716-5,Diabrotica_virgifera,Helicoverpa_zea,Lepidoptera,240,12,0,,,Snf7,true,5.0,diet,12,mortality,0.15,0.2,false,inferred,NR1_mortality_or_dev;NR2_diet_ngml_to_ul;NR5_NOEC_as_nonsig,survival NS vs control
bachman_2013,10.1007/s11248-013-9716-5,Diabrotica_virgifera,Ostrinia_nubilalis,Lepidoptera,240,12,0,,,Snf7,true,5.0,diet,12,mortality,0.06,0.0,false,inferred,NR1_mortality_or_dev;NR2_diet_ngml_to_ul;NR5_NOEC_as_nonsig,survival NS
bachman_2013,10.1007/s11248-013-9716-5,Diabrotica_virgifera,Bombyx_mori,Lepidoptera,240,15,0,,,Snf7,true,5.0,diet,14,mortality,0.02,0.08,false,reported,NR1_mortality_or_dev;NR2_diet_ngml_to_ul;NR5_NOEC_as_nonsig,longest contiguous <=15 nt
bachman_2013,10.1007/s11248-013-9716-5,Diabrotica_virgifera,Acalymma_vittatum,Coleoptera,240,21,69,,,Snf7,true,1.0,diet,12,mortality,0.92,0.1,true,reported,NR1_mortality;NR2_diet_ngml_to_ul;NR6_hetero_ortholog_as_construct,Table3 hetero dsRNA from Acalymma_vittatum fed to WCR. Active; >=1 21-mer
bachman_2013,10.1007/s11248-013-9716-5,Diabrotica_virgifera,Cerotoma_trifurcata,Coleoptera,240,21,18,,,Snf7,true,0.5,diet,12,mortality,0.85,0.24,true,reported,NR1_mortality;NR2_diet_ngml_to_ul;NR6_hetero_ortholog_as_construct,Table3 hetero dsRNA from Cerotoma_trifurcata fed to WCR. Active
bachman_2013,10.1007/s11248-013-9716-5,Diabrotica_virgifera,Galerucella_calamariensis,Coleoptera,240,21,3,,,Snf7,true,5.0,diet,12,mortality,0.87,0.11,true,reported,NR1_mortality;NR2_diet_ngml_to_ul;NR6_hetero_ortholog_as_construct,Table3 hetero dsRNA from Galerucella_calamariensis fed to WCR. Active; only 3 perfect 21-mers
bachman_2013,10.1007/s11248-013-9716-5,Diabrotica_virgifera,Microtheca_ochroloma,Coleoptera,240,19,0,,,Snf7,true,0.5,diet,12,mortality,0.28,0.24,false,reported,NR1_mortality;NR2_diet_ngml_to_ul;NR6_hetero_ortholog_as_construct,Table3 hetero dsRNA from Microtheca_ochroloma fed to WCR. Not active; no 21-mer
bachman_2013,10.1007/s11248-013-9716-5,Diabrotica_virgifera,Chrysolina_quadrigemina,Coleoptera,240,19,0,,,Snf7,true,5.0,diet,12,mortality,0.12,0.06,false,reported,NR1_mortality;NR2_diet_ngml_to_ul;NR6_hetero_ortholog_as_construct,Table3 hetero dsRNA from Chrysolina_quadrigemina fed to WCR. Not active; 19 nt max
bolognesi_2012,10.1371/journal.pone.0047534,Diabrotica_virgifera,Diabrotica_virgifera,Coleoptera,240,21,1,,,Snf7,true,0.05,diet,12,mortality,0.7,0.1,true,reported,NR1_mortality;NR2_diet_ngml_to_ul,Single 21-mer embedded in 240bp carrier; active at elevated dose
bolognesi_2012,10.1371/journal.pone.0047534,Diabrotica_virgifera,Diabrotica_virgifera,Coleoptera,240,240,221,,,Snf7,true,0.0043,diet,12,mortality,0.5,0.05,true,reported,NR1_mortality;NR2_diet_ngml_to_ul,Full DvSnf7_240 LC50 ~4.3 ng/mL
bolognesi_2012,10.1371/journal.pone.0047534,Diabrotica_virgifera,Diabrotica_virgifera,Coleoptera,40,27,7,,,Snf7,true,5.0,diet,12,mortality,0.1,0.1,false,reported,NR1_mortality;NR2_diet_ngml_to_ul;NR7_short_dsRNA_inactive,dsRNA length <~60 bp inactive even with contiguous match
bachman_2020,10.3389/fpls.2020.01303,Diabrotica_virgifera,Diabrotica_virgifera,Coleoptera,240,19,0,,,Snf7,true,5.0,diet,12,mortality,0.1,0.1,false,reported,NR1_mortality;NR2_diet_ngml_to_ul;NR8_threshold_probe,CqSnf7 ortholog single 19nt match; inactive at limit dose
bachman_2020,10.3389/fpls.2020.01303,Diabrotica_virgifera,Diabrotica_virgifera,Coleoptera,240,20,0,,,Snf7,true,5.0,diet,12,mortality,0.1,0.1,false,reported,NR1_mortality;NR2_diet_ngml_to_ul;NR8_threshold_probe,DpSnf7 single 20nt match; inactive
bachman_2020,10.3389/fpls.2020.01303,Diabrotica_virgifera,Diabrotica_virgifera,Coleoptera,240,21,1,,,Snf7,true,5.0,diet,12,mortality,0.6,0.1,true,reported,NR1_mortality;NR2_diet_ngml_to_ul;NR8_threshold_probe,DvSnf7_21.7 single 21nt match embedded; active at high dose
tan_2016,10.1002/etc.3075,Diabrotica_virgifera,Apis_mellifera,Hymenoptera,240,14,0,,,Snf7,true,1.0,diet,12,mortality,0.05,0.05,false,inferred,NR1_mortality;NR2_diet_ngml_to_ul,Adult/larval honey bee dietary DvSnf7; no impact reported
tan_2016,10.1002/etc.3075,Diabrotica_virgifera,Apis_mellifera,Hymenoptera,240,14,0,,,Snf7,true,1.0,diet,18,development,0.0,0.0,false,inferred,NR1_development_as_binary_adverse;NR2_diet_ngml_to_ul,Larval development / eclosion endpoints NS
velez_2016,10.1002/ps.4037,Diabrotica_virgifera,Apis_mellifera,Hymenoptera,400,15,0,,,vATPase_A,true,1.0,diet,14,mortality,0.12,0.1,false,reported,NR1_mortality;NR2_diet_ngml_to_ul,Dvv vATPase-A dsRNA; limited effects on bee survival
velez_2016,10.1002/ps.4037,Apis_mellifera,Apis_mellifera,Hymenoptera,400,400,380,,,vATPase_A,true,1.0,diet,14,mortality,0.15,0.1,false,reported,NR1_mortality;NR2_diet_ngml_to_ul;NR9_self_dsRNA_no_oral_response,Am vATPase-A self dsRNA also no effect — oral RNAi barrier in bees
pan_2017,10.3389/fpls.2017.00242,Diabrotica_virgifera,Danaus_plexippus,Lepidoptera,400,19,0,,,vATPase_A,true,1.0,diet,9,mortality,0.1,0.1,false,reported,NR1_mortality;NR3_leaf_disk_worst_case_1ngul,Dv vATPase-A; monarch survival/development NS
pan_2017,10.3389/fpls.2017.00242,Danaus_plexippus,Danaus_plexippus,Lepidoptera,400,400,380,,,vATPase_A,true,1.0,diet,9,mortality,0.12,0.1,false,reported,NR1_mortality;NR3_leaf_disk_worst_case_1ngul;NR9_self_dsRNA_no_oral_response,Monarch self vATPase-A also inactive orally
davis_2021,10.1371/journal.pone.0251884,Varroa_destructor,Danaus_plexippus,Lepidoptera,300,16,0,,,Varroa_target,true,2.1,diet,14,mortality,0.17,0.2,false,inferred,NR1_mortality_Abbott;NR4_mgml_surface_as_high_dose_proxy,Varroa-active dsRNA 2.1 mg/mL leaf; Abbott-corrected mortality NS vs water
davis_2021,10.1371/journal.pone.0251884,Danaus_plexippus,Danaus_plexippus,Lepidoptera,300,300,280,,,monarch_target,true,5.0,diet,14,mortality,0.33,0.2,false,inferred,NR1_mortality_Abbott;NR4_mgml_surface_as_high_dose_proxy,Monarch-active positive-control dsRNA; mortality not consistently > control after Abbott
lim_2019_daphnia,10.1111/1748-5967.12328,Diabrotica_virgifera,Daphnia_magna,Diplostraca,240,12,0,,,Snf7,true,1.0,diet,2,mortality,0.0,0.0,false,reported,NR1_mortality;NR10_acute_aquatic_48h,Acute toxicity DvSnf7; no lethality/abnormal behavior
lim_2019_daphnia,10.1111/1748-5967.12328,Diabrotica_virgifera,Daphnia_magna,Diplostraca,240,0,0,,,GFP,false,1.0,diet,2,mortality,0.0,0.0,false,reported,NR1_mortality;NR10_acute_aquatic_48h,GFP dsRNA control; no sequence match; no effect
epa_ledprona_2023,EPA-HQ-OPP-2021-0271,Leptinotarsa_decemlineata,Apis_mellifera,Hymenoptera,490,0,0,,,PSMB5,true,0.1,diet,10,mortality,0.05,0.05,false,inferred,NR1_mortality;NR11_epa_limit_test_as_nonsig;NR12_field_proxy_0p1,chronic oral >47.2 ug ai/bee; no discernible effect
epa_ledprona_2023,EPA-HQ-OPP-2021-0271,Leptinotarsa_decemlineata,Apis_mellifera,Hymenoptera,490,0,0,,,PSMB5,true,0.1,topical,4,mortality,0.05,0.05,false,inferred,NR1_mortality;NR11_epa_limit_test_as_nonsig;NR12_field_proxy_0p1,acute contact >24.3 ug ai/bee
epa_ledprona_2023,EPA-HQ-OPP-2021-0271,Leptinotarsa_decemlineata,Eisenia_fetida,Haplotaxida,490,15,3,,,PSMB5,true,0.1,diet,14,mortality,0.05,0.05,false,reported,NR1_mortality;NR11_epa_limit_test_as_nonsig;NR12_field_proxy_0p1,earthworm; up to 3 perfect 21-mers; no treatment-related effects
epa_ledprona_2023,EPA-HQ-OPP-2021-0271,Leptinotarsa_decemlineata,Coccinella_septempunctata,Coleoptera,490,15,3,,,PSMB5,true,0.1,diet,14,mortality,0.05,0.05,false,reported,NR1_mortality;NR11_epa_limit_test_as_nonsig;NR12_field_proxy_0p1,ladybird; low match count; no effects
epa_ledprona_2023,EPA-HQ-OPP-2021-0271,Leptinotarsa_decemlineata,Chrysoperla_carnea,Neuroptera,490,12,0,,,PSMB5,true,0.1,diet,14,mortality,0.05,0.05,false,inferred,NR1_mortality;NR11_epa_limit_test_as_nonsig;NR12_field_proxy_0p1,green lacewing guideline; NOEC at highest tested
epa_ledprona_2023,EPA-HQ-OPP-2021-0271,Leptinotarsa_decemlineata,Daphnia_magna,Diplostraca,490,12,0,,,PSMB5,true,0.1,diet,2,mortality,0.05,0.05,false,inferred,NR1_mortality;NR11_epa_limit_test_as_nonsig;NR12_field_proxy_0p1,daphnid guideline; NOEC
epa_ledprona_2023,EPA-HQ-OPP-2021-0271,Leptinotarsa_decemlineata,Phytoseiulus_persimilis,Mesostigmata,490,12,0,,,PSMB5,true,0.1,topical,7,mortality,0.05,0.05,false,inferred,NR1_mortality;NR11_epa_limit_test_as_nonsig;NR12_field_proxy_0p1,predatory mite Ledprona a.i. NOEC
epa_ledprona_2023,EPA-HQ-OPP-2021-0271,Leptinotarsa_decemlineata,Aphidius_rhopalosiphi,Hymenoptera,490,12,0,,,PSMB5,true,0.1,topical,2,mortality,0.05,0.05,false,inferred,NR1_mortality;NR11_epa_limit_test_as_nonsig;NR12_field_proxy_0p1,parasitoid wasp Ledprona a.i. NOEC
epa_ledprona_2023,EPA-HQ-OPP-2021-0271,Leptinotarsa_decemlineata,Folsomia_candida,Entomobryomorpha,490,12,0,,,PSMB5,true,0.1,diet,28,mortality,0.05,0.05,false,inferred,NR1_mortality;NR11_epa_limit_test_as_nonsig;NR12_field_proxy_0p1,Collembola springtail Ledprona a.i. NOEC
epa_ledprona_2023,EPA-HQ-OPP-2021-0271,Leptinotarsa_decemlineata,Leptinotarsa_decemlineata,Coleoptera,490,460,417,,,PSMB5,true,0.05,spray,7,mortality,0.9,0.05,true,reported,NR1_mortality;NR13_target_efficacy_row,Target CPB efficacy; ~417 theoretical 21-mers; Frontiers 2021 greenhouse/lab
whyard_2009,10.1016/j.ibmb.2009.09.005,Drosophila_melanogaster,Drosophila_melanogaster,Diptera,200,21,5,,,tubulin,true,0.5,diet,7,mortality,0.8,0.1,true,reported,NR1_mortality;NR14_drosophila_species_screen,Classic genus-level RNAi specificity demo
whyard_2009,10.1016/j.ibmb.2009.09.005,Drosophila_melanogaster,Drosophila_sechellia,Diptera,200,18,0,,,tubulin,true,0.5,diet,7,mortality,0.1,0.1,false,reported,NR1_mortality;NR14_drosophila_species_screen,Classic genus-level RNAi specificity demo
whyard_2009,10.1016/j.ibmb.2009.09.005,Drosophila_melanogaster,Drosophila_yakuba,Diptera,200,17,0,,,tubulin,true,0.5,diet,7,mortality,0.1,0.1,false,reported,NR1_mortality;NR14_drosophila_species_screen,Classic genus-level RNAi specificity demo
whyard_2009,10.1016/j.ibmb.2009.09.005,Drosophila_melanogaster,Drosophila_pseudoobscura,Diptera,200,16,0,,,tubulin,true,0.5,diet,7,mortality,0.1,0.1,false,reported,NR1_mortality;NR14_drosophila_species_screen,Classic genus-level RNAi specificity demo
fire_1998,10.1038/35888,Caenorhabditis_elegans,Caenorhabditis_elegans,Rhabditida,700,700,680,,,unc-22,false,1.0,diet,2,development,0.9,0.0,true,reported,NR1_phenotype_as_significant;NR15_worm_soaking_proxy_diet,Foundational RNAi; twitching phenotype coded as adverse developmental endpoint
timmons_2001,10.1016/S0378-1119(01)00386-4,Caenorhabditis_elegans,Caenorhabditis_elegans,Rhabditida,500,500,480,,,gfp,false,1.0,diet,2,development,0.0,0.0,false,reported,NR1_phenotype_as_significant;NR15_worm_soaking_proxy_diet,GFP reporter silencing without organismal adversity → significant=false
rodrigues_2021,10.3389/fpls.2021.728652,Leptinotarsa_decemlineata,Leptinotarsa_decemlineata,Coleoptera,490,460,417,,,PSMB5,true,1.0,diet,7,mortality,0.9,0.05,true,reported,NR1_mortality;NR16_mgL_to_ngul,1 mg/L dsPSMB5 → ~90% mortality; dose stored as 1.0 ng/µL
haller_2025,10.1007/s12230-025-09979-5,Leptinotarsa_decemlineata,Coccinella_septempunctata,Coleoptera,490,15,3,,,PSMB5,true,0.1,spray,14,mortality,0.05,0.05,false,inferred,NR1_field_abundance_proxy_mortality;NR12_field_proxy_0p1,ladybeetle; no Calantha response in pitfall/field
haller_2025,10.1007/s12230-025-09979-5,Leptinotarsa_decemlineata,Harmonia_axyridis,Coleoptera,490,14,2,,,PSMB5,true,0.1,spray,14,mortality,0.05,0.05,false,inferred,NR1_field_abundance_proxy_mortality;NR12_field_proxy_0p1,Asian ladybeetle; no evidence of response
haller_2025,10.1007/s12230-025-09979-5,Leptinotarsa_decemlineata,Chrysoperla_carnea,Neuroptera,490,12,0,,,PSMB5,true,0.1,spray,14,mortality,0.05,0.05,false,inferred,NR1_field_abundance_proxy_mortality;NR12_field_proxy_0p1,lacewing; no response
haller_2025,10.1007/s12230-025-09979-5,Leptinotarsa_decemlineata,Orius_insidiosus,Hemiptera,490,12,0,,,PSMB5,true,0.1,spray,14,mortality,0.05,0.05,false,inferred,NR1_field_abundance_proxy_mortality;NR12_field_proxy_0p1,minute pirate bug; no response
haller_2025,10.1007/s12230-025-09979-5,Leptinotarsa_decemlineata,Apis_mellifera,Hymenoptera,490,12,0,,,PSMB5,true,0.1,spray,14,mortality,0.05,0.05,false,inferred,NR1_field_abundance_proxy_mortality;NR12_field_proxy_0p1,pollinator surrogate; no response signal
baum_2007,10.1038/nbt1359,Diabrotica_virgifera,Diabrotica_virgifera,Coleoptera,300,300,280,,,vATPase,true,0.05,diet,12,mortality,0.85,0.1,true,reported,NR1_mortality;NR2_diet_ngml_to_ul,Foundational plant-delivered WCR RNAi efficacy
zhu_2011,10.1002/ps.2048,Leptinotarsa_decemlineata,Leptinotarsa_decemlineata,Coleoptera,300,300,280,,,actin,true,0.1,diet,6,mortality,0.7,0.1,true,reported,NR1_mortality;NR2_diet_ngml_to_ul,CPB oral RNAi; actin
zhu_2011,10.1002/ps.2048,Leptinotarsa_decemlineata,Leptinotarsa_decemlineata,Coleoptera,250,250,230,,,sec23,true,0.1,diet,6,mortality,0.7,0.1,true,reported,NR1_mortality;NR2_diet_ngml_to_ul,CPB oral RNAi; sec23
zhu_2011,10.1002/ps.2048,Leptinotarsa_decemlineata,Leptinotarsa_decemlineata,Coleoptera,280,280,260,,,vATPase_E,true,0.1,diet,6,mortality,0.7,0.1,true,reported,NR1_mortality;NR2_diet_ngml_to_ul,CPB oral RNAi; vATPase_E
epa_ledprona_earthworm_chronic,EPA-HQ-OPP-2021-0271,Leptinotarsa_decemlineata,Eisenia_fetida,Haplotaxida,490,18,3,,,PSMB5,true,1.0,diet,28,fecundity,0.0,0.0,false,reported,NR1_fecundity_adverse_binary;NR11_epa_limit_test_as_nonsig,Chronic earthworm reproduction endpoint; NS despite few 21-mer hits
epa_ledprona_ladybird_dev,EPA-HQ-OPP-2021-0271,Leptinotarsa_decemlineata,Coccinella_septempunctata,Coleoptera,490,18,3,,,PSMB5,true,0.5,diet,14,development,0.0,0.0,false,reported,NR1_development_as_binary_adverse;NR11_epa_limit_test_as_nonsig,Ladybird development endpoint; NS
bachman_2013_cpb_reciprocal,10.1007/s11248-013-9716-5,Diabrotica_virgifera,Leptinotarsa_decemlineata,Coleoptera,240,14,0,,,Snf7,true,5.0,diet,12,mortality,0.1,0.1,false,reported,NR1_mortality;NR2_diet_ngml_to_ul,DvSnf7 vs CPB reciprocal; inactive (max contiguous 14)
bachman_2013_cpb_reciprocal,10.1007/s11248-013-9716-5,Leptinotarsa_decemlineata,Diabrotica_virgifera,Coleoptera,240,14,0,,,Snf7,true,15.0,diet,12,mortality,0.1,0.1,false,reported,NR1_mortality;NR2_diet_ngml_to_ul,LdSnf7 vs WCR reciprocal; inactive at 15 ug/mL
epa_ledprona_human_bioinfo,EPA-HQ-OPP-2021-0271,Leptinotarsa_decemlineata,Homo_sapiens,Primates,490,21,2,,,PSMB5,true,0.0,diet,0,mortality,0.0,0.0,false,reported,NR17_bioinfo_only_no_exposure_assay,EPA noted 2 human transcriptome 21-mer homologues; no dietary exposure pathway → nonsig
chen_2021,10.1080/15476286.2020.1868680,Tribolium_castaneum,Tribolium_castaneum,Coleoptera,100,12,0,,,CYP4Q7,false,1.0,injection,3,development,0.05,0.05,false,reported,NR18_knockdown_as_adverse_binary;NR19_injection_route,chimeric 100bp; <15 bp contiguous — no efficient knockdown
chen_2021,10.1080/15476286.2020.1868680,Tribolium_castaneum,Tribolium_castaneum,Coleoptera,100,14,0,,,CYP4Q7,false,1.0,injection,3,development,0.1,0.05,false,reported,NR18_knockdown_as_adverse_binary;NR19_injection_route,chimeric 100bp; <15 bp contiguous — no efficient knockdown
chen_2021,10.1080/15476286.2020.1868680,Tribolium_castaneum,Tribolium_castaneum,Coleoptera,100,15,0,,,CYP4Q7,false,1.0,injection,3,development,0.2,0.05,false,reported,NR18_knockdown_as_adverse_binary;NR19_injection_route,chimeric 100bp; 15 bp marginal (~20% depletion); not called significant phenotype
chen_2021,10.1080/15476286.2020.1868680,Tribolium_castaneum,Tribolium_castaneum,Coleoptera,100,16,0,,,CYP4Q7,false,1.0,injection,3,development,0.72,0.05,true,reported,NR18_knockdown_as_adverse_binary;NR19_injection_route,chimeric 100bp; >=16 bp contiguous — significant knockdown (~72% CYP4Q7)
chen_2021,10.1080/15476286.2020.1868680,Tribolium_castaneum,Tribolium_castaneum,Coleoptera,100,18,0,,,CYP4Q7,false,1.0,injection,3,development,0.8,0.05,true,reported,NR18_knockdown_as_adverse_binary;NR19_injection_route,chimeric 100bp; 18 bp contiguous — efficient knockdown
chen_2021,10.1080/15476286.2020.1868680,Tribolium_castaneum,Tribolium_castaneum,Coleoptera,100,20,0,,,CYP4Q7,false,1.0,injection,3,development,0.85,0.05,true,reported,NR18_knockdown_as_adverse_binary;NR19_injection_route,chimeric 100bp; 20 bp contiguous — efficient knockdown (<21 industry line)
chen_2021,10.1080/15476286.2020.1868680,Tribolium_castaneum,Tribolium_castaneum,Coleoptera,100,26,6,,,CYP6BK13,false,1.0,injection,3,development,0.64,0.05,true,reported,NR18_knockdown_as_adverse_binary;NR19_injection_route,Off-target knockdown of CYP6BK13 (26 bp contiguous) by dsCYP6BQ6
jafc_2023_ote,10.1021/acs.jafc.3c07434,insect_model,insect_offtarget_homolog,Coleoptera,200,16,0,,,offtarget_homolog,true,1.0,diet,5,development,0.4,0.05,true,reported,NR18_knockdown_as_adverse_binary,JAFC 2023: contiguous match >15 nt (and ~19 nt near-perfect with 1-2mm) can trigger OTE
jafc_2023_ote,10.1021/acs.jafc.3c07434,insect_model,insect_offtarget_homolog,Coleoptera,200,14,0,,,offtarget_homolog,true,1.0,diet,5,development,0.05,0.05,false,reported,NR18_knockdown_as_adverse_binary,Below ~15 nt contiguous — off-target not triggered per JAFC 2023 threshold
